SMILE	ID	Function
CCOC(=O)C1=C(C)NC(C)=C(C1C2=CC=CC(=C2)[N+]([O-])=O)C(=O)OC	NCGC00015713-07	0
CN1CCCC1=O	NCGC00259899-01	0
[H][C@@]12C[C@H](C)[C@](OC(=O)CCC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]3(F)[C@@]2([H])CCC4=CC(=O)C=C[C@]34C	NCGC00183597-01	1
CC(C)OC(=O)C(C)N(C(=O)C1=CC=CC=C1)C2=CC(Cl)=C(F)C=C2	NCGC00255858-01	0
OCC(S)CS	NCGC00013216-01	0
CCC(=O)NC1=CC=C(O)C=C1	NCGC00164532-01	0
C(N1CCCCC1)N2CCCCC2	NCGC00256776-01	0
CC1SC2=C(C(O)=O)C(=O)C3=CC(F)=C(C=C3N12)N4CCN(CC5=C(C)OC(=O)O5)CC4	NCGC00164615-01	1
CC(C)NC1=CC=CN=C1N2CCN(CC2)C(=O)C3=CC4=CC(NS(C)(=O)=O)=CC=C4N3	NCGC00168776-01	0
CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1	NCGC00015893-02	0
CCCCC(CC)COC(=O)C1=CC=C(C=C1)N(C)C	NCGC00259970-01	0
CC(C)(C)C(=O)C1C(=O)C2=CC=CC=C2C1=O	NCGC00258905-01	0
CCOC(=O)NC(=S)NC1=C(NC(=S)NC(=O)OCC)C=CC=C1	NCGC00255347-01	0
CC1=CC=C(C(N)=C1)[N+]([O-])=O	NCGC00257887-01	0
OC1=CC(O)=CC=C1	NCGC00091501-01	0
CNC(C)CC1CCCCC1	NCGC00182042-01	0
CCCCCCOC(=O)C(C)C	NCGC00256624-01	1
CCC(C)C1NC2C=CC3=C(N=C(C=C3C(C)O)C(=O)OC(C)C4NC(=O)C5=CSC(=N5)C(NC(=O)C6CSC(=N6)\C(NC(=O)C(NC(=O)C7=CSC(=N7)C8(CCC(=NC8C9=CSC4=N9)C%10=NC(=CS%10)C(=O)NC(=C)C(=O)NC(=C)C(N)=O)NC(=O)C(C)NC(=O)C(=C)NC(=O)C(C)NC1=O)C(C)O)=C/C)C(C)(O)C(C)O)C2O	NCGC00016576-01	0
NC(=O)NC1=CC=C(Cl)C=C1	NCGC00254741-01	0
CC(C)CC(=O)C(C)=O	NCGC00260348-01	0
CCC(C)C1=NC=CN=C1OC	NCGC00256160-01	0
CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)S(N)(=O)=O)[N+]([O-])=O	NCGC00163815-04	0
NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C(Cl)Cl	NCGC00016398-01	0
OC(=O)CNC(=O)C1=CC=C(C=C1)[N+]([O-])=O	NCGC00258733-01	0
CCCCN(CCCC)C1=CC(O)=C(C=C1)C(=O)C2=C(C=CC=C2)C(O)=O	NCGC00257767-01	0
[H][C@@]12CC[C@](O)(C#C)[C@@]1(C)CC[C@]3([H])[C@@]4([H])CCCC=C4CC[C@@]23[H]	NCGC00255262-01	1
CC(C)\N=C1\C=C2N(C3=CC=C(Cl)C=C3)C4=CC=CC=C4N=C2C=C1NC5=CC=C(Cl)C=C5	NCGC00016600-01	0
CC(=O)C1=C(C)C=C(C=C1C)C(C)(C)C	NCGC00256692-01	0
CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4	NCGC00164603-01	0
CCC1=CC(CC2=CC(CC)=C(N)C(CC)=C2)=CC(CC)=C1N	NCGC00257494-01	0
OC1=CC=C(Cl)C=C1C(=O)C2=CC=CC=C2	NCGC00258114-01	0
